"","higher_taxon","family","length_min","length_max","mass_reference","larva_terrestrial","larva_aquatic","adult_terrestrial","adult_aquatic","phytophagous","zoophagous","mycetophagous","saprophagous","detritophagous","coprophagous","phyllophagous","saproxylic","sap_sucking","stem","flower","seed","gall_inducing","miners","roots","not_specified","predator","micropredator","parasite","parasitoid","necrophorous","sub_family","main_feeding_niche_ronquist","main_feeding_habitat_ronquist","in_IBA"
"124","Coleoptera","Ochodaeidae",3,10,"(Arnett et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"125","Coleoptera","Oedemeridae",5,20,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"126","Coleoptera","Omalisidae",3,9,"(Leschen et al., 2010)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator",NA,FALSE
"127","Coleoptera","Omethidae",3,12,"(Arnett et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"128","Coleoptera","Orsodacnidae",4,15,"(Arnett et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phytophagous","Plants",TRUE
"129","Coleoptera","Passalidae",18,80,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"130","Coleoptera","Passandridae",3,35,"(Leschen et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"131","Coleoptera","Perimylopidae",6,10,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"132","Coleoptera","Phalacridae",1.2,4.5,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Fungi",TRUE
"133","Coleoptera","Phengodidae",3,65,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"134","Coleoptera","Phloeostichidae",2.4,15,"(Leschen et al., 2010)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Fungi",FALSE
"135","Coleoptera","Phloiophilidae",2,3,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Fungi",TRUE
"136","Coleoptera","Pleocomidae",15,45,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"137","Coleoptera","Prionoceridae",5.5,20,"(Leschen et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"138","Coleoptera","Propalticidae",1.2,1.8,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"139","Coleoptera","Prostomidae",5,10,"(Arnett et al., 2010)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",FALSE
"140","Coleoptera","Protocucujidae",3.5,5.8,"(Leschen et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"141","Coleoptera","Psephenidae",2,7,"(Parker, 1982)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",FALSE
"142","Coleoptera","Ptiliidae",0.3,2,"(Parker, 1982)",1,0,1,0,0.2,0,0,0.2,0.4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Temporary habitats",TRUE
"143","Coleoptera","Ptilodactylidae",2,16,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Temporary habitats",FALSE
"144","Coleoptera","Ptinidae",1,5,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.2,0,0,0,0,0,NA,"Phytophagous","Wood",TRUE
"145","Coleoptera","Pyrochroidae",7,18,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"146","Coleoptera","Pythidae",3,20,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"147","Coleoptera","Rhipiceridae",10,25,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"148","Coleoptera","Ripiphoridae",2,38,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"149","Coleoptera","Salpingidae",1.5,12,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"150","Coleoptera","Scarabaeidae",1,160,"(Parker, 1982)",1,0,1,0,0.2,0,0,0.2,0.1,0.5,0.1,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,NA,"Saprophagous","Temporary habitats",TRUE
"151","Coleoptera","Scirtidae",1.5,12,"(Parker, 1982)",0,1,1,0,0.1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"152","Coleoptera","Scraptiidae",1.3,15,"(Parker, 1982)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"153","Coleoptera","Scydmaenidae",0.5,7,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator",NA,FALSE
"154","Coleoptera","Silphidae",7,45,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.9,NA,"Saprophagous","Temporary habitats",TRUE
"155","Coleoptera","Silvanidae",2,15,"(Arnett et al., 2010)",1,0,1,0,0.8,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0,0,0.2,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"156","Coleoptera","Spercheidae",3,7,"(Darilmaz & Kiyak, 2011)",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",FALSE
"157","Coleoptera","Sphaeritidae",4,6,"(Parker, 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Saprophagous","Temporary habitats",FALSE
"158","Coleoptera","Sphindidae",1.5,3.5,"(Leschen et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Fungi",TRUE
"159","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Aleocharinae","Predator","Soil",TRUE
"160","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Euaesthetinae","Predator","Soil",TRUE
"161","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Habrocerinae","Predator","Soil",TRUE
"162","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Micropeplinae","Saprophagous","Temporary habitats",TRUE
"163","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Olisthaerinae","Predator","Wood",TRUE
"164","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Omaliinae","Saprophagous","Temporary habitats",TRUE
"165","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Oxyporinae","Predator","Fungi",TRUE
"166","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Oxytelinae","Saprophagous","Temporary habitats",TRUE
"167","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Paederinae","Predator","Soil",TRUE
"168","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Phloeocharinae","Predator","Wood",TRUE
"169","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Proteininae","Saprophagous","Temporary habitats",TRUE
"170","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Pselaphinae","Saprophagous","Soil",TRUE
"171","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Scaphidiinae","Saprophagous","Fungi",TRUE
"172","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Scydmaeninae","Saprophagous","Soil",TRUE
"173","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Staphylininae","Predator","Temporary habitats",TRUE
"174","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Steninae","Predator","Soil",TRUE
"175","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Tachyporinae","Predator","Soil",TRUE
"176","Coleoptera","Staphylinidae",0.5,50,"(Parker, 1982)",1,0,1,0,0.1,0.7,0.1,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.7,0,0.3,0,0,"Trichophyinae","Predator","Soil",TRUE
"177","Coleoptera","Synchroidae",7,13,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"178","Coleoptera","Tenebrionidae",1,50,"(Parker, 1982)",1,0,1,0,0.6,0,0.2,0,0.2,0,0,0.5,0,0,0,0,0,0,0.1,0.4,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"179","Coleoptera","Tetratomidae",2.8,15,"(Parker, 1982)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Fungi",TRUE
"180","Coleoptera","Throscidae",1.2,6,"(Leschen et al., 2010)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"181","Coleoptera","Trictenotomidae",32,80,"(Leschen et al., 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"182","Coleoptera","Trogossitidae",1,50,"(Parker, 1982)",1,0,1,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"183","Coleoptera","Zopheridae",2,40,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Predator","Wood",TRUE
"184","Collembola","Entomobryidae",1,10,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",TRUE
"185","Collembola","Hypogastruridae",0.8,3,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",TRUE
"186","Collembola","Isotomidae",0.7,6,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",TRUE
"187","Collembola","Neanuridae",2,3.5,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",TRUE
"188","Collembola","Neelidae",0.3,0.7,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",TRUE
"189","Collembola","Onychiuridae",0.5,3,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",TRUE
"190","Collembola","Poduridae",1.3,2,"(Arnett, 2000)/(Hopkin, 1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Water",FALSE
"191","Collembola","Sminthuridae",0.4,2.7,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Plants",TRUE
"192","Collembola","Tomoceridae",6,10,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",TRUE
"193","Dermaptera","Anisolabididae",9,13,"(Arnett, 2000)",1,0,1,0,0.3,0.4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0.2,NA,"Saprophagous","Soil",FALSE
"194","Dermaptera","Apachyidae",11,25,"(Boeseman, 1954)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"195","Dermaptera","Chelisochidae",16,20,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"196","Dermaptera","Forficulidae",10,18,"(Arnett, 2000)",1,0,1,0,0.4,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"197","Dermaptera","Labiduridae",18,80,"(Arnett, 2000)/(Berenbaum, 2007)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Soil",FALSE
"198","Dermaptera","Labiidae",4,7,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"199","Dermaptera","Pygidicranidae",9,45,"(Parker, 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"200","Diplura","Campodeidae",8,10,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Predator","Soil",TRUE
"201","Diplura","Japygoidea",8,50,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"202","Diptera","Acartophthalmidae",2.5,3,"(McAlpine et al., eds, 1987)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Saprophagous","Temporary habitats",TRUE
"203","Diptera","Acroceridae",2,21,"(Brown et al., 2009)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Predator-parasitoid","Soil",TRUE
"204","Diptera","Agromyzidae",0.9,6.5,"(Brown et al., 2009)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"205","Diptera","Anisopodidae",2,18,"(McAlpine et al., eds, 1981)",1,0,1,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,NA,"Saprophagous","Temporary habitats",TRUE
"206","Diptera","Anthomyiidae",2,12,"(McAlpine et al., eds, 1987)",1,0,1,0,0.3,0.1,0.3,0,0.3,0,0.1,0,0,0.7,0,0,0,0.1,0,0.1,0,0,1,0,0,NA,"Phytophagous","Plants",TRUE
"207","Diptera","Anthomyzidae",1.1,3.4,"(Brown et al., 2009)",1,0,1,0,0.3,0,0.3,0,0.4,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Plants",TRUE
"208","Diptera","Apioceridae",7.5,35,"(McAlpine et al., eds, 1981)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"209","Diptera","Apsilocephalidae",4.5,5.5,"(Nagatomi et al., 1991)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"210","Diptera","Asilidae",3,60,"(Brown et al., 2009)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Soil",TRUE
"211","Diptera","Asteiidae",1,5,"(Brown et al., 2009)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Saprophagous","Fungi",TRUE
"212","Diptera","Atelestidae",1.5,4,"(Wiegmann, 1989)/(Capinera, 2008)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Predator",NA,TRUE
"213","Diptera","Athericidae",7,10,"(Brown et al., 2009)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",FALSE
"214","Diptera","Aulacigastridae",1.5,4,"(Brown et al., 2009)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Temporary habitats",TRUE
"215","Diptera","Australimyzidae",1.3,2.6,"(Brake & Mathis, 2007)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"216","Diptera","Austroleptidae",3.1,5.3,"(Nagatomi & Nagatomi, 1987)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"217","Diptera","Axymyiidae",4,7,"(Schneeberg et al., 2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"218","Diptera","Bibionidae",2,15,"(Brown et al., 2009)",1,0,1,0,0.1,0,0,0,0.9,0,0,0.2,0,0,0,0,0,0,0.1,0.7,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"219","Diptera","Blephariceridae",3,13,"(McAlpine et al., eds, 1981)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Water",FALSE
"220","Diptera","Bombyliidae",4,40,"(Arnett, 2000)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Phytophage-parasitoid","Plants",TRUE
"221","Diptera","Braulidae",1,1.7,"(McAlpine et al., eds, 1987)",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Temporary habitats",FALSE
"222","Diptera","Calliphoridae",4,16,"(McAlpine et al., eds, 1987)",1,0,1,0,0,0.8,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"Saprophagous","Temporary habitats",TRUE
"223","Diptera","Canthyloscelidae",2,3.5,"Manual of Neoarctic diptera",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",FALSE
"224","Diptera","Carnidae",1,3,"(Brown et al., 2009)",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Temporary habitats",TRUE
"225","Diptera","Cecidomyiidae",1,8,"(McAlpine et al., eds, 1981)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"226","Diptera","Ceratopogonidae",1,6,"(McAlpine et al., eds, 1981)",0.1,0.9,1,0,0,0,0,0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",TRUE
"227","Diptera","Chaoboridae",1.4,10,"(McAlpine et al., eds, 1981)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",TRUE
"228","Diptera","Chironomidae",1,13,"(Brown et al., 2009)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",TRUE
"229","Diptera","Chloropidae",1,7,"(Karpa, 2001)",1,0,1,0,0.7,0.1,0,0,0.1,0.1,0,0,0,0.8,0.1,0,0.1,0,0,0,1,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"230","Diptera","Chyromyidae",0.5,4.5,"(Brown et al., 2009)/ (McAlpine et al., eds, 1987)",1,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Temporary habitats",TRUE
"231","Diptera","Clusiidae",1.8,7.5,"(McAlpine et al., eds, 1987)",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Wood",TRUE
"232","Diptera","Coelopidae",3,16,"(Brown et al., 2009)",1,0,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Saprophagous","Temporary habitats",TRUE
"233","Diptera","Conopidae",2.5,30,"(Brown et al., 2009)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Phytophage-parasitoid","Plants",TRUE
"234","Diptera","Corethrellidae",0.6,2.5,"(Brown et al., 2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"235","Diptera","Culicidae",3,9,"(McAlpine et al., eds, 1981)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",TRUE
"236","Diptera","Deuterophlebiidae",2,4,"(Arnett, 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"237","Diptera","Diadocidiidae",3,10,"(Bechev & Chandler, 2011)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Fungi",TRUE
"238","Diptera","Diopsidae",4,12,"(McAlpine et al., eds, 1987)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"239","Diptera","Dixidae",4.5,7,"(Arnett, 2000)",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Saprophagous","Water",TRUE
"240","Diptera","Dolichopodidae",0.8,9,"(McAlpine et al., eds, 1981)",1,0,1,0,0.1,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Soil",TRUE
